Trieda cesty;»Ìslo cesty;MIESTOPISN› PRIEBEH NA ⁄ZEMÕ SLOVENSKEJ REPUBLIKY - podrobn˝;MIESTOPISN› PRIEBEH NA ⁄ZEMÕ SLOVENSKEJ REPUBLIKY - obec/okres;DÂûka cesty / km;
cesta III. triedy;2556;"zaË. cesty III/2563, kriû. III/2556 x III/2563 x I/66, Hontianske Tes·re, okr. Krupina; kriû. III/2556 x MK, Hontianske Tes·re, okr. Krupina; kriû. III/2556 x MK, Dvorniky, okr. Krupina; zaË./kon. nevyb. ˙seku, Dvorniky, okr. Krupina; kon. cesty III/2556, kriû. III/1556 x III/2556, RykynËice, okr. Krupina";"Hontianske Tes·re, okr. Krupina; Dvorniky, okr. Krupina; RykynËice, okr. Krupina";1,304;
cesta III. triedy;2557;"zaË. cesty III/2557, kriû. III/2557 x I/66, okr. Krupina; kriû. III/2557 x MK, okr. Krupina; kon. cesty III/2557, okr. Krupina";okr. Krupina;0,521;
cesta III. triedy;2558;"zaË. cesty III/2558, kriû. III/2558 x I/66, okr. Krupina; kriû. III/2558 x MK, äipice, okr. Krupina; kriû. III/2558 x MK, B·Ëovce, okr. Krupina; kriû. III/2558 x MK, Dr·ûovce, okr. Krupina; kriû. III/2558 x MK, Ladzany, okr. Krupina; kon. cesty III/2558, kriû. III/2558 x I/51, Ladzany, okr. Krupina";"okr. Krupina; äipice, okr. Krupina; B·Ëovce, okr. Krupina; Dr·ûovce, okr. Krupina; Ladzany, okr. Krupina";6,596;
cesta III. triedy;2559;"zaË. cesty III/2559, kriû. III/2559 x I/66, Hontianske Nemce, okr. Krupina; kriû. III/2559 x MK, Hontianske Nemce, okr. Krupina; kon. cesty III/2559, Hontianske Nemce, okr. Krupina";Hontianske Nemce, okr. Krupina;0,596;
cesta III. triedy;2560;"zaË. cesty III/2560, kriû. III/2560 x I/66 x MK, okr. Krupina; kriû. III/2560 x MK, okr. Krupina; kon. cesty III/2560, kriû. III/2560 x II/526, okr. Krupina";okr. Krupina;2,2;
cesta III. triedy;2561;"zaË. cesty III/2561, kriû. III/2561 x I/66, DeviËie, okr. Krupina; kriû. III/2561 x MK, DeviËie, okr. Krupina; kriû. III/2561 x MK, okr. Krupina; kriû. III/2561 x MK, Kr·æovce - Krniöov, okr. Krupina; kriû. III/2561 x MK, okr. Krupina; kon. cesty III/2561, kriû. III/2561 x I/51, okr. Krupina";"DeviËie, okr. Krupina; okr. Krupina; Kr·æovce - Krniöov, okr. Krupina; okr. Krupina";9,147;
cesta III. triedy;2562;"zaË. cesty III/2562, kriû. III/2562 x I/66, Krupina, okr. Krupina; kriû. III/2562 x MK, Krupina, okr. Krupina; kriû. III/2562 x MK, okr. Krupina; kriû. III/2562 x MK, éibritov, okr. Krupina; kriû. III/2562 x MK, okr. Krupina; hr. okr. Bansk· ätiavnica, Krupina; kriû. III/2562 x MK, okr. Bansk· ätiavnica; kon. cesty III/2562, kriû. III/2562 x I/51, Sv‰t˝ Anton, okr. Bansk· ätiavnica";"Krupina, okr. Krupina; okr. Krupina; éibritov, okr. Krupina; okr. Krupina; hr. okr. Bansk· ätiavnica, Krupina; okr. Bansk· ätiavnica; Sv‰t˝ Anton, okr. Bansk· ätiavnica";11,212;
cesta III. triedy;2563;"zaË. cesty III/2563, kriû. III/2556 x III/2563 x I/66, Hontianske Tes·re, okr. Krupina; kriû. III/2563 x MK, Hontianske Tes·re, okr. Krupina; kon. cesty III/2563, kriû. III/2563 x I/66, okr. Krupina";"Hontianske Tes·re, okr. Krupina; okr. Krupina";1,1;
cesta III. triedy;2564;"zaË. cesty III/2564, kriû. III/2564 x II/526, BzovÌk, okr. Krupina; kriû. III/2564 x MK, BzovÌk, okr. Krupina; kriû. III/2564 x MK, okr. Krupina; kriû. III/2564 x MK, UÚatÌn, okr. Krupina; kon. cesty III/2564, UÚatÌn, okr. Krupina";"BzovÌk, okr. Krupina; okr. Krupina; UÚatÌn, okr. Krupina";3,617;
cesta III. triedy;2565;"zaË. cesty III/2565, kriû. III/2565 x II/526, BzovÌk, okr. Krupina; kriû. III/2565 x III/2566, okr. Krupina; kriû. III/2565 x III/2573, okr. Krupina; kriû. III/2565 x MK, KozÌ Vrbovok, okr. Krupina; kriû. III/2565 x III/2572, okr. Krupina; kriû. III/2565 x III/2568, okr. Krupina; kriû. III/2565 x MK, TrpÌn, okr. Krupina; kriû. III/2565 x MK, okr. Krupina; kriû. III/2565 x III/2574, okr. Krupina; kriû. III/2565 x MK, Litava, okr. Krupina; kriû. III/2565 x III/2569, Litava, okr. Krupina; kriû. III/2565 x MK, Litava, okr. Krupina; kriû. III/2565 x MK, okr. Krupina; kon. cesty III/2565, kriû. III/2565 x III/2605, okr. Krupina";"BzovÌk, okr. Krupina; okr. Krupina; KozÌ Vrbovok, okr. Krupina; okr. Krupina; TrpÌn, okr. Krupina; okr. Krupina; Litava, okr. Krupina; okr. Krupina";13,729;
cesta III. triedy;2566;"zaË. cesty III/2566, kriû. III/2565 x III/2566, okr. Krupina; kriû. III/2566 x MK, okr. Krupina; kriû. III/2566 x MK, Horn˝ BadÌn, okr. Krupina; kriû. III/2566 x MK, Doln˝ BadÌn, okr. Krupina; kriû. III/2566 x III/2567, Doln˝ BadÌn, okr. Krupina; kriû. III/2566 x MK, Doln˝ BadÌn, okr. Krupina; kriû. III/2566 x MK, »abradsk˝ Vrbovok, okr. Krupina; kriû. III/2566 x MK, Drienovo, okr. Krupina; zaË./kon. nevyb. ˙seku, Drienovo, okr. Krupina; kriû. III/2566 x MK, okr. Veæk˝ KrtÌö; kriû. III/2566 x MK, Hruöov, okr. Veæk˝ KrtÌö; kriû. III/2566 x MK, okr. Veæk˝ KrtÌö; kriû. III/2566 x MK, Vinica, okr. Veæk˝ KrtÌö; kon. cesty III/2566, kriû. III/2566 x III/2593, Vinica, okr. Veæk˝ KrtÌö";"okr. Krupina; Horn˝ BadÌn, okr. Krupina; Doln˝ BadÌn, okr. Krupina; »abradsk˝ Vrbovok, okr. Krupina; Drienovo, okr. Krupina; okr. Veæk˝ KrtÌö; Hruöov, okr. Veæk˝ KrtÌö; okr. Veæk˝ KrtÌö; Vinica, okr. Veæk˝ KrtÌö";23,599;
cesta III. triedy;2567;"zaË. cesty III/2567, kriû. III/2566 x III/2567, Doln˝ BadÌn, okr. Krupina; kriû. III/2567 x MK, Doln˝ BadÌn, okr. Krupina; kriû. III/2567 x MK, Selce, okr. Krupina; kon. cesty III/2567, Selce, okr. Krupina";"Doln˝ BadÌn, okr. Krupina; Selce, okr. Krupina";2,321;
cesta III. triedy;2568;"zaË. cesty III/2568, kriû. III/2565 x III/2568, okr. Krupina; kriû. III/2568 x MK, okr. Krupina; kriû. III/2568 x MK, Cerovo, okr. Krupina; kriû. III/2568 x III/2574, Cerovo, okr. Krupina; kriû. III/2568 x III/2574, Cerovo, okr. Krupina; kriû. III/2568 x MK, Cerovo, okr. Krupina; hr. spr. BB RSC - LC, BB RSC - ZH, hr. okr. Krupina, Veæk˝ KrtÌö; kriû. III/2568 x I/75, okr. Veæk˝ KrtÌö; kriû. III/2568 x MK, »elovce, okr. Veæk˝ KrtÌö; zaË./kon. nevyb. ˙seku, »elovce, okr. Veæk˝ KrtÌö; kriû. III/2568 x MK, Seæany, okr. Veæk˝ KrtÌö; kon. cesty III/2568, kriû. III/2568 x III/2593, Seæany, okr. Veæk˝ KrtÌö";"okr. Krupina; Cerovo, okr. Krupina; hr. okr. Krupina, Veæk˝ KrtÌö; okr. Veæk˝ KrtÌö; »elovce, okr. Veæk˝ KrtÌö; Seæany, okr. Veæk˝ KrtÌö";15,304;
cesta III. triedy;2569;"zaË. cesty III/2569, kriû. III/2565 x III/2569, Litava, okr. Krupina; kriû. III/2569 x MK, Litava, okr. Krupina; kriû. III/2569 x MK, Lackov, okr. Krupina; kriû. III/2569 x MK, okr. Krupina; kriû. III/2569 x MK, Senohrad, okr. Krupina; kon. cesty III/2569, kriû. III/2569 x II/527, Senohrad, okr. Krupina";"Litava, okr. Krupina; Lackov, okr. Krupina; okr. Krupina; Senohrad, okr. Krupina";6,843;
cesta III. triedy;2570;"zaË. cesty III/2570, kriû. III/2570 x II/526, okr. Krupina; kriû. III/2570 x MK, okr. Krupina; kriû. III/2570 x III/2571, okr. Krupina; kriû. III/2570 x MK, DolnÈ Mladonice, okr. Krupina; kriû. III/2570 x MK, okr. Krupina; kriû. III/2570 x MK, HornÈ Mladonice, okr. Krupina; kon. cesty III/2570, kriû. III/2570 x II/526, okr. Krupina";"okr. Krupina; DolnÈ Mladonice, okr. Krupina; okr. Krupina; HornÈ Mladonice, okr. Krupina; okr. Krupina";9,387;
cesta III. triedy;2571;"zaË. cesty III/2571, kriû. III/2570 x III/2571, okr. Krupina; kriû. III/2571 x MK, »ekovce, okr. Krupina; kon. cesty III/2571, »ekovce, okr. Krupina";"okr. Krupina; »ekovce, okr. Krupina";1,813;
cesta III. triedy;2572;"zaË. cesty III/2572, kriû. III/2572 x II/526, okr. Krupina; kriû. III/2572 x MK, Zemiansky Vrbovok, okr. Krupina; kriû. III/2572 x MK, okr. Krupina; kon. cesty III/2572, kriû. III/2565 x III/2572, okr. Krupina";"okr. Krupina; Zemiansky Vrbovok, okr. Krupina; okr. Krupina";4,82;
cesta III. triedy;2573;"zaË. cesty III/2573, kriû. III/2573 x II/526, okr. Krupina; kriû. III/2573 x MK, JalöovÌk, okr. Krupina; kon. cesty III/2573, kriû. III/2565 x III/2573, okr. Krupina";"okr. Krupina; JalöovÌk, okr. Krupina; okr. Krupina";1,756;
cesta III. triedy;2574;"zaË. cesty III/2574, kriû. III/2565 x III/2574, okr. Krupina; kriû. III/2574 x MK, okr. Krupina; kriû. III/2568 x III/2574, Cerovo, okr. Krupina; kon. cesty III/2574, kriû. III/2568 x III/2574, Cerovo, okr. Krupina";"okr. Krupina; Cerovo, okr. Krupina";4,152;
cesta III. triedy;2580;"zaË. cesty III/2580, kriû. III/2580 x II/591, okr. Veæk˝ KrtÌö; kriû. III/2580 x MK, PrÌboj, okr. Veæk˝ KrtÌö; kon. cesty III/2580, PrÌboj, okr. Veæk˝ KrtÌö";"okr. Veæk˝ KrtÌö; PrÌboj, okr. Veæk˝ KrtÌö";0,397;
cesta III. triedy;2581;"zaË. cesty III/2581, kriû. III/2581 x II/591, SennÈ, okr. Veæk˝ KrtÌö; kon. cesty III/2581, SennÈ, okr. Veæk˝ KrtÌö";SennÈ, okr. Veæk˝ KrtÌö;0,03;
cesta III. triedy;2582;"zaË. cesty III/2582, kriû. III/2582 x I/75, okr. Veæk˝ KrtÌö; kon. cesty III/2582, kriû. III/2582 x III/2605, okr. Veæk˝ KrtÌö";okr. Veæk˝ KrtÌö;5,931;
cesta III. triedy;2583;"zaË. cesty III/2583, kriû. III/2583 x I/75, DolnÈ Plachtince, okr. Veæk˝ KrtÌö; kriû. III/2583 x MK, DolnÈ Plachtince, okr. Veæk˝ KrtÌö; kriû. III/2583 x MK, StrednÈ Plachtince, okr. Veæk˝ KrtÌö; kriû. III/2583 x MK, HornÈ Plachtince, okr. Veæk˝ KrtÌö; kon. cesty III/2583, HornÈ Plachtince, okr. Veæk˝ KrtÌö";"DolnÈ Plachtince, okr. Veæk˝ KrtÌö; StrednÈ Plachtince, okr. Veæk˝ KrtÌö; HornÈ Plachtince, okr. Veæk˝ KrtÌö";4,697;
cesta III. triedy;2584;"zaË. cesty III/2584, kriû. III/2584 x I/75, okr. Veæk˝ KrtÌö; kon. cesty III/2584, kriû. III/2584 x III/2603, okr. Veæk˝ KrtÌö";okr. Veæk˝ KrtÌö;1,699;
cesta III. triedy;2585;"zaË. cesty III/2587, kriû. III/2585 x III/2587 x I/75, okr. Veæk˝ KrtÌö; kriû. III/2585 x MK, MalÈ Straciny, okr. Veæk˝ KrtÌö; kriû. III/2585 x III/2586, okr. Veæk˝ KrtÌö; kriû. III/2585 x MK, okr. Veæk˝ KrtÌö; kon. cesty III/2585, kriû. III/2585 x III/2602, VeækÈ Straciny, okr. Veæk˝ KrtÌö";"okr. Veæk˝ KrtÌö; MalÈ Straciny, okr. Veæk˝ KrtÌö; okr. Veæk˝ KrtÌö; VeækÈ Straciny, okr. Veæk˝ KrtÌö";4,833;
cesta III. triedy;2586;"zaË. cesty III/2586, kriû. III/2585 x III/2586, okr. Veæk˝ KrtÌö; kon. cesty III/2586, okr. Veæk˝ KrtÌö";okr. Veæk˝ KrtÌö;0,295;
cesta III. triedy;2587;"zaË. cesty III/2587, kriû. III/2585 x III/2587 x I/75, okr. Veæk˝ KrtÌö; kriû. III/2587 x MK, PÙtor »asù éihæava, okr. Veæk˝ KrtÌö; kriû. III/2587 x MK, VeækÈ Zlievce, okr. Veæk˝ KrtÌö; kriû. III/2587 x MK, okr. Veæk˝ KrtÌö; kriû. III/2587 x III/2602, okr. Veæk˝ KrtÌö; kon. cesty III/2587, kriû. III/2587 x III/2602, okr. Veæk˝ KrtÌö";"okr. Veæk˝ KrtÌö; PÙtor »asù éihæava, okr. Veæk˝ KrtÌö; VeækÈ Zlievce, okr. Veæk˝ KrtÌö; okr. Veæk˝ KrtÌö";7,946;
cesta III. triedy;2588;"zaË. cesty III/2588, kon. cesty II/585, kriû. III/2588 x II/585 x I/75, PÙtor, okr. Veæk˝ KrtÌö; kriû. III/2588 x MK, PÙtor, okr. Veæk˝ KrtÌö; kon. cesty III/2588, kriû. III/2588 x III/2603, DolnÈ Strh·re, okr. Veæk˝ KrtÌö";"PÙtor, okr. Veæk˝ KrtÌö; DolnÈ Strh·re, okr. Veæk˝ KrtÌö";3,084;
cesta III. triedy;2589;"zaË. cesty III/2589, kriû. III/2589 x I/75, okr. Veæk˝ KrtÌö; kriû. III/2589 x MK, okr. Veæk˝ KrtÌö; kriû. III/2589 x MK, Chrùany, okr. Veæk˝ KrtÌö; kon. cesty III/2589, Chrùany, okr. Veæk˝ KrtÌö";"okr. Veæk˝ KrtÌö; Chrùany, okr. Veæk˝ KrtÌö";1,878;
cesta III. triedy;2590;"zaË. cesty III/2590, kriû. III/2590 x I/75, Z·vada, okr. Veæk˝ KrtÌö; kriû. III/2590 x MK, Z·vada, okr. Veæk˝ KrtÌö; kriû. III/2590 x MK, Pravica, okr. Veæk˝ KrtÌö; kon. cesty III/2590, Pravica, okr. Veæk˝ KrtÌö";"Z·vada, okr. Veæk˝ KrtÌö; Pravica, okr. Veæk˝ KrtÌö";3,944;
cesta III. triedy;2592;"zaË. cesty III/2592, kriû. III/2592 x II/527, okr. Veæk˝ KrtÌö; kriû. III/2592 x MK, SeËianky, okr. Veæk˝ KrtÌö; kriû. III/2592 x MK, KleÚany, okr. Veæk˝ KrtÌö; hr. vl. BB SK, NR SK, hr. spr. BB RSC - LC, RSUC NR - LV, hr. okr. Levice, Veæk˝ KrtÌö; kriû. III/2592 x MK, IpeæskÈ ⁄æany, okr. Levice; kriû. III/2592 x MK, okr. Levice; kon. cesty III/2592, kriû. III/2592 x I/75, okr. Levice";"okr. Veæk˝ KrtÌö; SeËianky, okr. Veæk˝ KrtÌö; KleÚany, okr. Veæk˝ KrtÌö; hr. okr. Levice, Veæk˝ KrtÌö; IpeæskÈ ⁄æany, okr. Levice; okr. Levice";14,368;
cesta III. triedy;2593;"zaË. cesty III/2593, kriû. III/2593 x II/527, okr. Veæk˝ KrtÌö; kriû. III/2593 x MK, okr. Veæk˝ KrtÌö; kriû. III/2593 x III/2596, okr. Veæk˝ KrtÌö; kriû. III/2593 x MK, Vinica, okr. Veæk˝ KrtÌö; kriû. III/2566 x III/2593, Vinica, okr. Veæk˝ KrtÌö; kriû. III/2593 x MK, Vinica, okr. Veæk˝ KrtÌö; kriû. III/2593 x III/2594 x III/2606, KamennÈ Kosihy, okr. Veæk˝ KrtÌö; kriû. III/2593 x III/2594 x III/2606, KamennÈ Kosihy, okr. Veæk˝ KrtÌö; kriû. III/2593 x MK, KamennÈ Kosihy, okr. Veæk˝ KrtÌö; kriû. III/2593 x III/2595, okr. Veæk˝ KrtÌö; kriû. III/2568 x III/2593, Seæany, okr. Veæk˝ KrtÌö; kriû. III/2593 x MK, Seæany, okr. Veæk˝ KrtÌö; kriû. III/2593 x MK, Kosihovce, okr. Veæk˝ KrtÌö; kon. cesty III/2593, kriû. III/2593 x I/75, okr. Veæk˝ KrtÌö";"okr. Veæk˝ KrtÌö; Vinica, okr. Veæk˝ KrtÌö; KamennÈ Kosihy, okr. Veæk˝ KrtÌö; okr. Veæk˝ KrtÌö; Seæany, okr. Veæk˝ KrtÌö; Kosihovce, okr. Veæk˝ KrtÌö; okr. Veæk˝ KrtÌö";16,773;
cesta III. triedy;2594;"zaË. cesty III/2594, kriû. III/2593 x III/2594 x III/2606, KamennÈ Kosihy, okr. Veæk˝ KrtÌö; kriû. III/2594 x MK, œurkovce, okr. Veæk˝ KrtÌö; kon. cesty III/2594, œurkovce, okr. Veæk˝ KrtÌö";"KamennÈ Kosihy, okr. Veæk˝ KrtÌö; œurkovce, okr. Veæk˝ KrtÌö";0,997;
cesta III. triedy;2595;"zaË. cesty III/2595, kriû. III/2593 x III/2595, okr. Veæk˝ KrtÌö; kriû. III/2595 x MK, äir·kov, okr. Veæk˝ KrtÌö; kon. cesty III/2595, äir·kov, okr. Veæk˝ KrtÌö";"okr. Veæk˝ KrtÌö; äir·kov, okr. Veæk˝ KrtÌö";0,879;
cesta III. triedy;2596;"zaË. cesty III/2596, kriû. III/2596 x II/527, Kosihy Nad Ipæom, okr. Veæk˝ KrtÌö; kriû. III/2596 x MK, Kosihy Nad Ipæom, okr. Veæk˝ KrtÌö; kriû. III/2596 x MK, Dolinka, okr. Veæk˝ KrtÌö; kon. cesty III/2596, kriû. III/2593 x III/2596, okr. Veæk˝ KrtÌö";"Kosihy Nad Ipæom, okr. Veæk˝ KrtÌö; Dolinka, okr. Veæk˝ KrtÌö; okr. Veæk˝ KrtÌö";5,478;
cesta III. triedy;2597;"zaË. cesty III/2597, kriû. III/2597 x II/527, Veæk· »alomija, okr. Veæk˝ KrtÌö; kriû. III/2597 x MK, Veæk· »alomija, okr. Veæk˝ KrtÌö; kon. cesty III/2597, Veæk· »alomija, okr. Veæk˝ KrtÌö";Veæk· »alomija, okr. Veæk˝ KrtÌö;0,997;
cesta III. triedy;2598;"zaË. cesty III/2598, kriû. III/2598 x III/2599, okr. Veæk˝ KrtÌö; kriû. III/2598 x MK, Mal· »alomija, okr. Veæk˝ KrtÌö; kon. cesty III/2598, Mal· »alomija, okr. Veæk˝ KrtÌö";"okr. Veæk˝ KrtÌö; Mal· »alomija, okr. Veæk˝ KrtÌö";1,297;
cesta III. triedy;2599;"zaË. cesty III/2599, kriû. III/2599 x II/527, Kol·re, okr. Veæk˝ KrtÌö; kriû. III/2598 x III/2599, okr. Veæk˝ KrtÌö; kriû. III/2599 x MK, Chrastince, okr. Veæk˝ KrtÌö; kriû. III/2599 x MK, okr. Veæk˝ KrtÌö; kriû. III/2599 x MK, Lesenice, okr. Veæk˝ KrtÌö; kon. cesty III/2599, kriû. III/2599 x III/2606, Lesenice, okr. Veæk˝ KrtÌö";"Kol·re, okr. Veæk˝ KrtÌö; okr. Veæk˝ KrtÌö; Chrastince, okr. Veæk˝ KrtÌö; okr. Veæk˝ KrtÌö; Lesenice, okr. Veæk˝ KrtÌö";3,909;
cesta III. triedy;2600;"zaË. cesty III/2600, kriû. III/2600 x II/527, okr. Veæk˝ KrtÌö; kriû. III/2600 x MK, Z·horce »asù Seleöùany, okr. Veæk˝ KrtÌö; kon. cesty III/2600, Z·horce »asù Seleöùany, okr. Veæk˝ KrtÌö";"okr. Veæk˝ KrtÌö; Z·horce »asù Seleöùany, okr. Veæk˝ KrtÌö";1,965;
cesta III. triedy;2601;"zaË. cesty III/2601, kriû. III/2601 x II/527, okr. Veæk˝ KrtÌö; kriû. III/2601 x MK, Obeckov, okr. Veæk˝ KrtÌö; kriû. III/2601 x MK, DolnÈ Plachtince, okr. Veæk˝ KrtÌö; kon. cesty III/2601, kriû. III/2601 x I/75, DolnÈ Plachtince, okr. Veæk˝ KrtÌö";"okr. Veæk˝ KrtÌö; Obeckov, okr. Veæk˝ KrtÌö; DolnÈ Plachtince, okr. Veæk˝ KrtÌö";5,903;
cesta III. triedy;2602;"zaË. cesty III/2602, kriû. III/2602 x II/527, okr. Veæk˝ KrtÌö; kriû. III/2602 x MK, Mal˝ KrtÌö, okr. Veæk˝ KrtÌö; kriû. III/2585 x III/2602, VeækÈ Straciny, okr. Veæk˝ KrtÌö; kriû. III/2602 x MK, VeækÈ Straciny, okr. Veæk˝ KrtÌö; kriû. III/2602 x MK, MalÈ Zlievce, okr. Veæk˝ KrtÌö; kriû. III/2602 x III/2611, MalÈ Zlievce, okr. Veæk˝ KrtÌö; kriû. III/2602 x MK, MalÈ Zlievce, okr. Veæk˝ KrtÌö; kriû. III/2602 x MK, okr. Veæk˝ KrtÌö; kriû. III/2587 x III/2602, okr. Veæk˝ KrtÌö; kriû. III/2602 x MK, Buöince, okr. Veæk˝ KrtÌö; kon. cesty III/2602, kriû. III/2602 x III/2610, Buöince, okr. Veæk˝ KrtÌö";"okr. Veæk˝ KrtÌö; Mal˝ KrtÌö, okr. Veæk˝ KrtÌö; VeækÈ Straciny, okr. Veæk˝ KrtÌö; MalÈ Zlievce, okr. Veæk˝ KrtÌö; okr. Veæk˝ KrtÌö; Buöince, okr. Veæk˝ KrtÌö";13,878;
cesta III. triedy;2603;"zaË. cesty III/2603, kriû. III/2603 x II/527, Modr˝ KameÚ, okr. Veæk˝ KrtÌö; kriû. III/2603 x MK, Modr˝ KameÚ, okr. Veæk˝ KrtÌö; kriû. III/2584 x III/2603, okr. Veæk˝ KrtÌö; kriû. III/2588 x III/2603, DolnÈ Strh·re, okr. Veæk˝ KrtÌö; kriû. III/2603 x III/2604, DolnÈ Strh·re, okr. Veæk˝ KrtÌö; kriû. III/2603 x MK, okr. Veæk˝ KrtÌö; kriû. III/2603 x MK, SuchÈ Brezovo, okr. Veæk˝ KrtÌö; kriû. III/2603 x MK, okr. Veæk˝ KrtÌö; kriû. III/2603 x MK, Veæk˝ Lom, okr. Veæk˝ KrtÌö; kriû. III/2603 x MK, okr. Veæk˝ KrtÌö; hr. okr. Veæk˝ KrtÌö, Zvolen; kon. cesty III/2603, okr. Zvolen";"Modr˝ KameÚ, okr. Veæk˝ KrtÌö; okr. Veæk˝ KrtÌö; DolnÈ Strh·re, okr. Veæk˝ KrtÌö; okr. Veæk˝ KrtÌö; SuchÈ Brezovo, okr. Veæk˝ KrtÌö; okr. Veæk˝ KrtÌö; Veæk˝ Lom, okr. Veæk˝ KrtÌö; okr. Veæk˝ KrtÌö; hr. okr. Veæk˝ KrtÌö, Zvolen; okr. Zvolen";19,593;
cesta III. triedy;2604;"zaË. cesty III/2604, kriû. III/2603 x III/2604, DolnÈ Strh·re, okr. Veæk˝ KrtÌö; kriû. III/2604 x MK, HornÈ Strh·re, okr. Veæk˝ KrtÌö; kon. cesty III/2604, HornÈ Strh·re, okr. Veæk˝ KrtÌö";"DolnÈ Strh·re, okr. Veæk˝ KrtÌö; HornÈ Strh·re, okr. Veæk˝ KrtÌö";3,533;
cesta III. triedy;2605;"zaË. cesty III/2605, kriû. III/2605 x II/527, okr. Veæk˝ KrtÌö; kriû. III/2605 x MK, okr. Veæk˝ KrtÌö; kriû. III/2605 x MK, Such·Ú, okr. Veæk˝ KrtÌö; kriû. III/2605 x MK, okr. Veæk˝ KrtÌö; hr. okr. Krupina, Veæk˝ KrtÌö; kriû. III/2605 x MK, okr. Krupina; kriû. III/2565 x III/2605, okr. Krupina; hr. okr. Krupina, Veæk˝ KrtÌö; kriû. III/2605 x MK, okr. Veæk˝ KrtÌö; kriû. III/2582 x III/2605, okr. Veæk˝ KrtÌö; kriû. III/2605 x I/75, »ebovce, okr. Veæk˝ KrtÌö; kriû. III/2605 x MK, »ebovce, okr. Veæk˝ KrtÌö; kriû. III/2605 x MK, Nenince, okr. Veæk˝ KrtÌö; kriû. III/2605 x MK, B·torov·, okr. Veæk˝ KrtÌö; kriû. III/2605 x MK, Opatovsk· Nov· Ves, okr. Veæk˝ KrtÌö; kriû. III/2605 x III/2606, Opatovsk· Nov· Ves, okr. Veæk˝ KrtÌö; kriû. III/2605 x MK, Opatovsk· Nov· Ves, okr. Veæk˝ KrtÌö; kriû. III/2605 x MK, okr. Veæk˝ KrtÌö; kriû. III/2605 x MK, SlovenskÈ œarmoty, okr. Veæk˝ KrtÌö; kriû. III/2605 x III/2608, SlovenskÈ œarmoty, okr. Veæk˝ KrtÌö; kriû. III/2605 x MK, SlovenskÈ œarmoty, okr. Veæk˝ KrtÌö; kriû. III/2605 x II/527, SlovenskÈ œarmoty, okr. Veæk˝ KrtÌö; kon. cesty III/2605, kriû. III/2605 x II/527, SlovenskÈ œarmoty, okr. Veæk˝ KrtÌö";"okr. Veæk˝ KrtÌö; Such·Ú, okr. Veæk˝ KrtÌö; okr. Veæk˝ KrtÌö; hr. okr. Krupina, Veæk˝ KrtÌö; okr. Krupina; hr. okr. Krupina, Veæk˝ KrtÌö; okr. Veæk˝ KrtÌö; »ebovce, okr. Veæk˝ KrtÌö; Nenince, okr. Veæk˝ KrtÌö; B·torov·, okr. Veæk˝ KrtÌö; Opatovsk· Nov· Ves, okr. Veæk˝ KrtÌö; okr. Veæk˝ KrtÌö; SlovenskÈ œarmoty, okr. Veæk˝ KrtÌö";32,081;
cesta III. triedy;2606;"zaË. cesty III/2606, kriû. III/2605 x III/2606, Opatovsk· Nov· Ves, okr. Veæk˝ KrtÌö; kriû. III/2606 x MK, Opatovsk· Nov· Ves, okr. Veæk˝ KrtÌö; kriû. III/2606 x MK, okr. Veæk˝ KrtÌö; kriû. III/2606 x MK, Lesenice, okr. Veæk˝ KrtÌö; kriû. III/2606 x III/2608, Lesenice, okr. Veæk˝ KrtÌö; kriû. III/2599 x III/2606, Lesenice, okr. Veæk˝ KrtÌö; kriû. III/2606 x MK, Lesenice, okr. Veæk˝ KrtÌö; kriû. III/2606 x MK, Trebuöovce, okr. Veæk˝ KrtÌö; kon. cesty III/2606, kriû. III/2593 x III/2594 x III/2606, KamennÈ Kosihy, okr. Veæk˝ KrtÌö";"Opatovsk· Nov· Ves, okr. Veæk˝ KrtÌö; okr. Veæk˝ KrtÌö; Lesenice, okr. Veæk˝ KrtÌö; Trebuöovce, okr. Veæk˝ KrtÌö; KamennÈ Kosihy, okr. Veæk˝ KrtÌö";9,085;
cesta III. triedy;2607;"zaË. cesty III/2607, kriû. III/2607 x II/527, éelovce, okr. Veæk˝ KrtÌö; kriû. III/2607 x MK, éelovce, okr. Veæk˝ KrtÌö; kriû. III/2607 x MK, okr. Veæk˝ KrtÌö; kriû. III/2607 x MK, Kiarov, okr. Veæk˝ KrtÌö; kon. cesty III/2607, kriû. III/2607 x III/2610, Kiarov, okr. Veæk˝ KrtÌö";"éelovce, okr. Veæk˝ KrtÌö; okr. Veæk˝ KrtÌö; Kiarov, okr. Veæk˝ KrtÌö";6,998;
cesta III. triedy;2608;"zaË. cesty III/2608, kriû. III/2605 x III/2608, SlovenskÈ œarmoty, okr. Veæk˝ KrtÌö; kriû. III/2608 x MK, SlovenskÈ œarmoty, okr. Veæk˝ KrtÌö; kon. cesty III/2608, kriû. III/2606 x III/2608, Lesenice, okr. Veæk˝ KrtÌö";"SlovenskÈ œarmoty, okr. Veæk˝ KrtÌö; Lesenice, okr. Veæk˝ KrtÌö";3,623;
